"","x","y","BEN","CH4","H2S","TOL","VOC","XYM","XYP"
"1385",-90.08268,35.079895,0,0,0,0,0,0,0
"1386",-90.08272,35.079905,0,0,0,2.524875,0,0,0
"1387",-90.08276,35.07992,0,0,0,2.524875,0,0,0
"1388",-90.082795,35.079930098,0,0,0,2.524875,0,0,0
"1389",-90.08283,35.07994,0,0,0,2.524875,0,0,0
"1390",-90.08288,35.07996,0,0,0,2.524875,0,0,0
"1391",-90.08295,35.07998,0,0,0,2.524875,0,0,0
"1392",-90.08301,35.08,0,0,0,2.524875,0,0,0
"1393",-90.08307,35.08002,0,0,0,2.524875,0,0,0
"1394",-90.083135,35.080035,0,0,0,0,0,0,0
"1395",-90.08318,35.08005,0,0,0,0,0,0,0
"1396",-90.08322,35.080065,0,0,0,0,0,0,0
"1397",-90.083265,35.080075,0,0,0,0,0,0,0
"1398",-90.083325,35.08009,0,0,0,0,0,0,0
"1399",-90.08339,35.080115,0,0,0,0,0,0,0
"1400",-90.083445,35.080135,0,0,0,0,0,0,0
"1401",-90.083495,35.080145,0,0,0,0,0,0,0
"1402",-90.08354,35.08016,0,0,0,0,0,0,0
"1403",-90.083575,35.080170098,0,0,0,0,0,0,0
"1404",-90.08362,35.08018,0,0,0,0,0,0,0
"1405",-90.083675,35.0802,0,0,0,0,0,0,0
"1406",-90.08372,35.080215,0,0,0,0,0,0,0
"1407",-90.08376,35.080225,0,0,0,0,0,0,0
"1408",-90.0838,35.08024,0,0,0,0,0,0,0
"1409",-90.083865,35.08026,0,0,0,0,0,0,0
"1410",-90.08394,35.08028,0,0,0,0,0,0,0
"1411",-90.084,35.0803,0,0,0,0,0,0,0
"1412",-90.08405,35.080315,0,0,0,0,0,0,0
"1413",-90.08409,35.080325,0,0,0,0,0,0,0
"1414",-90.08413,35.08034,0,0,0,0,0,0,0
"1415",-90.08417,35.080355,0,0,0,0,0,0,0
"1416",-90.08423,35.08037,0,0,0,0,0,0,0
"1417",-90.084295,35.080385,0,0,0,0,0,0,0
"1418",-90.08436,35.0804,0,0,0,0,0,0,0
"1419",-90.08442,35.080415,0,0,0,0,0,0,0
"1420",-90.08446,35.080420098,0,0,0,0,0,0,0
"1421",-90.0845,35.080425,0,0,0,0,0,0,0
"1422",-90.084535,35.080435,0,0,0,0,0,0,0
"1423",-90.084595,35.080445,0,0,0,0,0,0,0
"1424",-90.08466,35.080455,0,0,0,0,0,0,0
"1425",-90.084705,35.080465,0,0,0,0,0,0,0
"1426",-90.08475,35.080470098,0,0,0,0,0,0,0
"1427",-90.08479,35.080475,0,0,0,0,0,0,0
"1428",-90.084835,35.080485,0,0,0,0,0,0,0
"1429",-90.084885,35.080490098,0,0,0,0,0,0,0
"1430",-90.08496,35.080495,0,0,0,0,0,0,0
"1431",-90.085045,35.080505,0,0,0,0,0,0,0
"1432",-90.085095,35.080510098,0,0,0,0,0,0,0
"1433",-90.08513,35.080515,0,0,0,0,0,0,0
"1434",-90.085175,35.080525,0,0,0,0,0,0,0
"1435",-90.08524,35.080530098,0,0,0,0,0,0,0
"1436",-90.0853,35.080530098,0,0,0,0,0,0,0
"1437",-90.085355,35.080535,0,0,0,0,0,0,0
"1438",-90.085405,35.080540098,0,0,0,0,0,0,0
"1439",-90.085435,35.080540098,0,0,0,0,0,0,0
"1440",-90.085465,35.080540098,0,0,0,0,0,0,0
"1441",-90.085495,35.080540098,0,0,0,0,0,0,0
"1442",-90.08553,35.080540098,0,0,0,0,0,-11.54175,0
"1443",-90.085565,35.080540098,0,0,0,0,0,-11.54175,0
"1444",-90.0856,35.080540098,0,0,0,0,0,-11.54175,0
"1445",-90.08564,35.080540098,0,0,0,0,0,-11.54175,0
"1446",-90.085675,35.080540098,0,0,0,0,0,0,0
"1447",-90.08571,35.080545,0,0,0,0,0,-7.439,0
"1448",-90.085775,35.080550098,0,0,0,0,0,0,0
"1449",-90.08584,35.080550098,0,0,0,0,0,0,0
"1450",-90.085875,35.080550098,0,0,0,0,0,0,0
"1451",-90.08591,35.080550098,0,0,0,0,0,0,0
"1452",-90.08596,35.080545,0,0,0,0,0,0,0
"1453",-90.086015,35.080535,12.521,0,0,0,0,0,0
"1454",-90.08607,35.080530098,0,0,0,0,0,0,0
"1455",-90.086125,35.080525,0,0,0,0,0,0,0
"1456",-90.08618,35.080515,0,0,0,0,0,0,0
"1457",-90.086235,35.080505,0,0,0,0,0,0,0
"1458",-90.086285,35.080495,0,0,0,0,0,0,0
"1459",-90.086325,35.080485,0,0,0,0,0,0,0
"1460",-90.086365,35.080475,0,0,0,0,0,0,0
"1461",-90.086415,35.080465,0,0,0,0,0,0,0
"1462",-90.086465,35.080455,0,0,0,0,0,0,0
"1463",-90.08653,35.080435,0,0,0,0,0,0,0
"1464",-90.086595,35.08041,0,0,0,0,0,0,0
"1465",-90.08667,35.08038,0,0,0,0,0,0,0
"1466",-90.086765,35.080345,0,0,0,0,0,0,0
"1467",-90.08682,35.08032,0,0,0,0,0,0,0
"1468",-90.08686,35.0803,0,0,0,0,0,0,0
"1469",-90.086915,35.080275,0,0,0,0,0,0,0
"1470",-90.08699,35.080235,0,0,0,0,0,0,0
"1471",-90.08706,35.0802,0,0,0,0,0,0,0
"1472",-90.087115,35.08017,0,0,0,0,0,0,0
"1473",-90.08719,35.08013,0,0,0,0,0,0,0
"1474",-90.087265,35.08009,0,0,0,0,0,0,0
"1475",-90.087325,35.080055,0,0,0,0,0,0,0
"1476",-90.08739,35.08002,0,0,0,0,0,-1.77133333333333,0
"1477",-90.087455,35.079985,0,0,0,0,0,-1.77133333333333,11.8096
"1478",-90.087505,35.079955,0,0,0,0,0,-1.77133333333333,11.8096
"1479",-90.087545,35.079935,0,0,0,0,0,0,11.8096
"1480",-90.087585,35.079915,0,0,0,0,0,0,11.8096
"1481",-90.08765,35.079875,0,0,0,0,0,0,11.8096
"1482",-90.087705,35.079845,0,0,0,0,0,0,0
"1483",-90.087745,35.079825,0,0,0,0,0,0,0
"1484",-90.087795,35.079795,0,0,0,0,0,0,0
"1485",-90.087845,35.079765,0,0,0,0,0,0,0
"1486",-90.087905,35.07973,0,0,0,0,0,0,0
"1487",-90.087965,35.0797,0,0,0,0,0,0,0
"1488",-90.088,35.07968,0,0,0,0,0,0,0
"1489",-90.088035,35.07966,0,0,0,0,0,0,0
"1490",-90.088085,35.079635,0,0,0,0,0,0,0
"1491",-90.088135,35.079605,0,0,0,0,0,0,0
"1492",-90.08818,35.07958,0,0,0,0,0,0,0
"1493",-90.088225,35.079555,0,0,0,0,0,0,0
"1494",-90.088265,35.079535,0,0,0,0,0,0,0
"1495",-90.088315,35.07951,0,0,0,0,0,0,0
"1496",-90.088375,35.079475,0,0,0,0,0,0,0
"1497",-90.08841,35.07945,0,0,0,0,0,0,0
"1498",-90.088455,35.079425,0,0,0,0,0,0,0
"1499",-90.08851,35.079395,0,0,0,0,0,0,0
"1500",-90.08855,35.07937,0,0,0,0,0,0,0
"1501",-90.088595,35.079345,0,0,0,0,0,0,0
"1502",-90.08864,35.07932,0,0,0,0,0,0,0
"1503",-90.08868,35.0793,0,0,0,0,0,0,0
"1504",-90.08872,35.07928,0,0,0,0,0,0,0
"1505",-90.08876,35.079255,0,0,0,0,0,0,0
"1506",-90.0888,35.07923,0,0,0,0,0,0,0
"1507",-90.08884,35.07921,0,0,0,0,0,0,0
"1508",-90.08888,35.07919,0,0,0,0,0,0,0
"1509",-90.087265,35.07998,0,0,0,0,0,0,0
"1510",-90.087195,35.08002,0,0,0,0,0,0,0
"1511",-90.08714,35.08005,0,0,0,0,0,0,0
"1512",-90.087065,35.08009,0,0,0,0,0,0,0
"1513",-90.08697,35.08014,0,0,0,0,0,0,0
"1514",-90.08689,35.080185,0,0,0,0,0,0,0
"1515",-90.086805,35.080225,0,0,0,0,0,0,0
"1516",-90.086695,35.08027,0,0,0,0,0,0,0
"1517",-90.08656,35.08032,0,0,0,0,0,0,0
"1518",-90.086445,35.080355,0,0,0,0,0,0,0
"1519",-90.086375,35.080375,0,0,0,0,0,0,0
"1520",-90.086275,35.0804,0,0,0,0,0,0,0
"1521",-90.086125,35.08043,0,0,0,0,0,0,0
"1522",-90.086025,35.080440098,0,0,0,0,0,0,0
"1523",-90.085955,35.080445,0,0,0,0,0,0,0
"1524",-90.08586,35.080455,0,0,0,0,0,0,0
"1525",-90.08576,35.080460098,0,0,0,0,0,0,0
"1526",-90.08566,35.080460098,0,0,0,0,0,0,0
"1527",-90.08556,35.080455,0,0,0,0,0,0,0
"1528",-90.08546,35.080445,0,0,0,0,0,0,0
"1529",-90.085365,35.080440098,0,0,0,0,0,0,0
"1530",-90.085275,35.080435,0,0,0,0,0,0,0
"1531",-90.085185,35.080425,0,0,0,0,0,0,0
"1532",-90.08509,35.080415,0,0,0,0,0,0,0
"1533",-90.085,35.080405,0,0,0,0,0,0,0
"1534",-90.084915,35.080395,0,0,0,0,0,0,0
"1535",-90.08483,35.080385,0,0,0,0,0,0,0
"1536",-90.084755,35.080375,0,0,0,0,0,0,0
"1537",-90.08468,35.080365,0,0,0,0,0,0,0
"1538",-90.084605,35.080355,0,0,0,0,0,0,0
"1539",-90.084555,35.080350098,0,0,0,0,0,0,0
"1540",-90.08449,35.08034,0,0,0,0,0,0,0
"1541",-90.08442,35.080325,0,0,0,0,0,0,0
"1542",-90.08437,35.080315,0,0,0,0,0,0,0
"1543",-90.084305,35.080305,0,0,0,0,0,0,0
"1544",-90.08423,35.080295,0,0,0,0,0,0,0
"1545",-90.084155,35.08028,0,0,0,0,0,0,0
"1546",-90.0841,35.080270098,0,0,0,0,0,0,0
"1547",-90.084,35.08025,0,0,0,0,0,0,0
"1548",-90.083875,35.08022,0,0,0,0,0,0,0
"1549",-90.08381,35.080205,0,0,0,0,0,0,0
"1550",-90.083735,35.08018,0,0,0,0,0,0,0
"1551",-90.08364,35.08015,0,0,0,0,0,0,0
"1552",-90.08358,35.08013,0,0,0,0,0,0,0
"1553",-90.083525,35.080105,0,0,0,0,0,0,0
"1554",-90.08343,35.08007,0,0,0,0,0,0,0
"1555",-90.083355,35.080045,0,0,0,0,0,0,0
"1556",-90.0833,35.080025,0,0,0,0,0,0,0
"1557",-90.083205,35.07999,0,0,0,0,0,0,0
"1558",-90.08311,35.079955,0,0,0,0,0,0,0
"1559",-90.08303,35.079925,0,0,0,0,0,0,0
"1560",-90.08295,35.0799,0,0,0,0,0,0,0
"1561",-90.08283,35.079865,0,0,0,0,0,0,0
"1562",-90.08271,35.079825,0,0,0,0,0,0,0
"1563",-90.082625,35.079795,0,0,0,0,0,0,0
"1564",-90.082525,35.079765,0,0,0,0,0,0,0
"1565",-90.08243,35.079735,0,0,0,0,0,0,0
"1566",-90.08235,35.079705,0,0,0,0,0,0,0
"1567",-90.082275,35.079675,0,0,0,0,0,0,0
"1568",-90.082205,35.07965,0,0,0,0,-1.04,0,0
"1569",-90.08215,35.07963,0,0,0,0,0,0,0
"1570",-90.082095,35.079605,0,0,0,0,-0.723,0,0
"1571",-90.08201,35.079565,0,0,0,0,-0.723,0,0
"1572",-90.081925,35.079525,0,0,0,0,-0.723,0,0
"1573",-90.081855,35.079495,0,0,0,0,0,0,0
"1574",-90.081805,35.07947,0,0,0,0,-0.162333333333333,0,0
"1575",-90.08174,35.079435,0,0,0,0,-0.162333333333333,0,0
"1576",-90.081675,35.0794,0,0,0,0,-0.162333333333333,0,0
"1577",-90.081615,35.07936,0,0,0,0,-0.162333333333333,0,0
"1578",-90.08154,35.079315,0,0,0,0,-0.162333333333333,0,0
"1579",-90.08148,35.07928,0,0,0,0,-0.162333333333333,0,0
"1580",-90.08142,35.07924,0,0,0,0,0,0,0
"1581",-90.08136,35.0792,0,0,0,0,0,0,0
"1582",-90.081285,35.079155,0,0,0,0,0.111,0,0
"1583",-90.08121,35.07911,0,0,0,0,0,0,0
"1584",-90.081135,35.07906,0,0,0,0,0,0,0
"1585",-90.08106,35.07901,0,0,0,0,0,0,0
"1586",-90.080995,35.078975,0,0,0,0,0,0,0
"1587",-90.080935,35.07894,0,0,0,0,0,0,0
"1588",-90.080895,35.078915,0,0,0,0,0,0,0
"1589",-90.080825,35.078875,0,0,0,0,0,0,0
"1590",-90.080745,35.078825,0,0,0,0,0,0,0
"1591",-90.080695,35.078795,0,0,0,0,0,0,0
"1592",-90.08064,35.07876,0,0,0,0,0,0,0
"1593",-90.08059,35.078725,0,0,0,0,0,0,0
"1594",-90.08056,35.078695,0,0,0,0,0,0,0
"1595",-90.08054,35.07866,0,0,0,0,0,0,0
"1596",-90.08053,35.078615,0,0,0,0,0,0,0
"1597",-90.08054,35.07856,0,0,0,0,0,0,0
"1598",-90.080565,35.07851,0,0,0,0,0,0,10.107
"1599",-90.080605,35.078465,0,0,0,0,0,0,0
"1600",-90.08064,35.07843,0,0,0,0,0,0,0
"1601",-90.080695,35.078375,0,0,0,0,0,0,0
"1602",-90.080785,35.07828,0,0,0,0,0,0,0
"1603",-90.08086,35.078195,0,0,0,0,0,0,0
"1604",-90.08094,35.07811,0,0,0,0,0,0,0
"1605",-90.08104,35.078005,0,0,0,0,0,0,0
"1606",-90.081105,35.077935,0,0,0,0,0,0,0
"1607",-90.08115,35.077885,0,0,0,0,0,0,0
"1608",-90.081215,35.077815,0,0,0,0,0,0,0
"1609",-90.08128,35.077745,0,0,0,0,0,0,0
"1610",-90.081355,35.07766,0,0,0,0,0,0,0
"1611",-90.08143,35.077575,0,0,0,0,0,0,0
"1612",-90.08149,35.077505,0,0,0,0,0,0,0
"1613",-90.08155,35.07744,0,0,0,0,0,-22.806,0
"1614",-90.08161,35.077375,0,0,0,0,0,-22.806,0
"1615",-90.08167,35.07731,0,0,0,0,0,-22.806,0
"1616",-90.08171,35.077265,0,0,0,0,0,0,0
"1617",-90.08175,35.077215,0,0,0,0,0,0,0
"1618",-90.081795,35.077165,0,0,0,0,0,0,0
"1619",-90.081855,35.0771,0,0,0,0,0,0,0
"1620",-90.081945,35.077,0,0,0,0,0,0,0
"1621",-90.08202,35.076915,0,0,0,0,0,0,0
"1622",-90.08208,35.076845,0,0,0,0,0,0,0
"1623",-90.08214,35.076775,0,0,0,0,0,0,0
"1624",-90.082185,35.076725,0,0,0,0,0,0,0
"1625",-90.082215,35.076695,0,0,0,0,0,0,0
"1626",-90.08226,35.076645,0,0,0,0,0,0,0
"1627",-90.08232,35.076575,0,0,0,0,0,0,0
"1628",-90.08238,35.076505,0,0,0,0,0,0,0
"1629",-90.082455,35.07642,0,0,0,0,0,0,0
"1630",-90.082515,35.07635,0,0,0,0,3.556875,0,0
"1631",-90.082555,35.076295,0,0,0,0,3.556875,0,0
"1632",-90.08261,35.07623,0,0,0,0,3.556875,0,0
"1633",-90.082695,35.076135,0,0,0,0,3.556875,0,0
"1634",-90.082765,35.076055,0,0,0,0,3.556875,0,0
"1635",-90.082805,35.076005,0,0,0,0,3.556875,0,0
"1636",-90.082845,35.075955,0,0,0,0,3.556875,0,0
"1637",-90.0829,35.075895,0,0,0,0,3.556875,0,0
"1638",-90.082965,35.07582,0,0,0,0,0,0,0
"1639",-90.08302,35.07576,9.02,0,0,0,0,0,0
"1640",-90.083065,35.075715,0,0,0,0,0,0,0
"1641",-90.083125,35.07566,0,0,0,0,0,0,0
"1642",-90.083195,35.075595,9.8845,0,0,0,0,0,0
"1643",-90.083255,35.07554,9.8845,0,0,0,0,0,0
"1644",-90.08332,35.075485,0,0,0,0,0,0,0
"1645",-90.08337,35.07545,0,0,0,0,0,0,0
"1646",-90.08344,35.075405,0,0,0,0,0,0,0
"1647",-90.083525,35.075345,0,0,0,0,0,0,0
"1648",-90.0836,35.075295,0,0,0,0,0,0,0
"1649",-90.08368,35.07525,0,0,0,0,0,0,0
"1650",-90.08376,35.075205,0,0,0,0,0,0,0
"1651",-90.08382,35.07517,0,0,0,0,0,0,0
"1652",-90.08388,35.07514,0,0,0,0,0,0,0
"1653",-90.083965,35.0751,0,0,0,0,0,-20.164,0
"1654",-90.08407,35.07505,0,0,0,0,0,0,0
"1655",-90.084175,35.075,0,0,0,0,0,0,0
"1656",-90.08426,35.07496,0,0,0,0,0,0,0
"1657",-90.084325,35.07493,0,0,0,0,0,0,0
"1658",-90.08439,35.0749,0,0,0,0,0,0,0
"1659",-90.08449,35.07485,0,0,0,0,0,0,0
"1660",-90.08457,35.07481,0,0,0,0,0,0,0
"1661",-90.08465,35.07477,0,0,0,0,0,0,0
"1662",-90.08475,35.07472,0,0,0,0,0,0,0
"1663",-90.084835,35.07468,0,0,0,0,0,0,0
"1664",-90.08492,35.07464,0,0,0,0,0,0,0
"1665",-90.085005,35.0746,0,0,0,0,0,0,0
"1666",-90.08507,35.074575,0,0,0,0,0,0,0
"1667",-90.085155,35.07454,0,0,0,0,0,0,0
"1668",-90.08524,35.0745,0,0,0,0,0,0,0
"1669",-90.085305,35.07447,0,0,0,0,0,0,0
"1670",-90.085415,35.07442,0,0,0,0,0,0,0
"1671",-90.08552,35.07437,0,0,0,0,0,0,0
"1672",-90.08558,35.074345,0,0,0,0,0,0,0
"1673",-90.085645,35.07432,0,0,0,0,0,0,0
"1674",-90.08573,35.074285,0,0,0,0,0,0,0
"1675",-90.08581,35.074255,0,0,0,0,0,0,0
"1676",-90.08589,35.074225,0,0,0,0,0,0,0
"1677",-90.08597,35.074195,0,0,0,0,0,0,0
"1678",-90.08605,35.07417,0,0,0,0,0,0,0
"1679",-90.086105,35.07415,0,0,0,0,0,0,0
"1680",-90.086175,35.07412,0,0,0,0,0,0,0
"1681",-90.086265,35.074085,0,0,0,0,0,0,0
"1682",-90.086335,35.074055,0,0,0,0,0,0,0
"1683",-90.086405,35.074025,0,0,0,0,0,0,0
"1684",-90.086475,35.073995,0,0,0,0,0,0,0
"1685",-90.086525,35.07397,0,0,0,0,0,0,0
"1686",-90.086575,35.073945,0,0,0,0,0,0,0
"1687",-90.08666,35.07391,0,0,0,0,0,0,0
"1688",-90.086745,35.073875,0,0,0,0,0,0,0
"1689",-90.086815,35.073845,0,0,0,0,0,0,0
"1690",-90.086865,35.07382,0,0,0,0,0,0,0
"1691",-90.08692,35.073795,0,0,0,0,0,0,0
"1692",-90.087015,35.073755,0,0,0,0,0,0,0
"1693",-90.087105,35.073715,0,0,0,0,0,0,0
"1694",-90.08716,35.07369,0,0,0,0,0,0,0
"1695",-90.08722,35.07366,0,0,0,0,0,0,0
"1696",-90.087295,35.073625,0,0,0,0,0,0,0
"1697",-90.08737,35.07359,0,0,0,0,0,0,0
"1698",-90.08747,35.073545,0,0,0,0,0,0,0
"1699",-90.08755,35.073515,0,0,0,0,0,0,0
"1700",-90.08761,35.07349,0,0,0,0,0,0,0
"1701",-90.08769,35.07345,0,0,0,0,0,0,0
"1702",-90.087765,35.073415,0,0,0,0,0,0,0
"1703",-90.08786,35.073375,0,0,0,0,0,-19.113,0
"1704",-90.08794,35.07334,0,0,0,0,0,0,0
"1705",-90.08798,35.07332,0,0,0,0,0,0,0
"1706",-90.08806,35.073285,0,0,0,0,0,0,0
"1707",-90.08816,35.07324,0,0,0,0,0,0,0
"1708",-90.08822,35.073215,0,0,0,0,0,0,0
"1709",-90.0883,35.07318,0,0,0,0,0,0,0
"1710",-90.088405,35.073135,0,0,0,0,0,0,0
"1711",-90.08847,35.07311,0,0,0,0,0,0,0
"1712",-90.08855,35.07307,0,0,0,0,0,0,0
"1713",-90.08865,35.073025,0,0,0,0,0,0,0
"1714",-90.08873,35.07299,0,0,0,0,0,0,0
"1715",-90.08879,35.07296,0,0,0,0,0,0,0
"1716",-90.088855,35.072935,0,0,0,0,0,0,0
"1717",-90.08894,35.0729,0,0,0,0,0,0,0
"1718",-90.089045,35.07285,0,0,0,0,0,0,0
"1719",-90.089155,35.0728,0,0,0,0,0,0,0
"1720",-90.089225,35.07277,0,0,0,0,0,0,0
"1721",-90.089295,35.072745,0,0,0,0,0,0,0
"1722",-90.089385,35.07271,0,0,0,0,0,0,0
"1723",-90.0895,35.07266,0,0,0,0,0,0,0
"1724",-90.089615,35.07261,0,0,0,0,0,0,0
"1725",-90.08971,35.07257,0,0,0,0,0,0,0
"1726",-90.08978,35.07254,0,0,0,0,0,0,0
"1727",-90.08987,35.0725,0,0,0,0,0,0,0
"1728",-90.08996,35.072465,0,0,0,0,0,0,0
"1729",-90.090025,35.07244,0,0,0,0,0,0,0
"1730",-90.090135,35.07239,0,0,0,0,0,0,0
"1731",-90.09024,35.07234,0,0,0,0,0,0,0
"1732",-90.09032,35.072305,0,0,0,0,0,0,0
"1733",-90.090405,35.07227,0,0,0,0,0,0,0
"1734",-90.09047,35.07224,0,0,0,0,0,0,0
"1735",-90.090555,35.0722,0,0,0,0,0,0,0
"1736",-90.090665,35.072155,0,0,0,0,0,0,0
"1737",-90.090755,35.07212,0,0,0,0,0,0,0
"1738",-90.09082,35.07209,0,0,0,0,0,0,0
"1739",-90.090885,35.07206,0,0,0,0,0,0,0
"1740",-90.090995,35.07201,0,0,0,0,0,0,0
"1741",-90.091105,35.07196,0,0,0,0,0,0,0
"1742",-90.091175,35.07193,0,0,0,0,0,0,0
"1743",-90.091245,35.0719,0,0,0,0,0,0,0
"1744",-90.091355,35.07185,0,0,0,0,0,0,0
"1745",-90.091445,35.07181,0,0,0,0,0,0,0
"1746",-90.091515,35.07178,0,0,0,0,0,0,0
"1747",-90.091605,35.07174,0,0,0,0,0,0,0
"1748",-90.091695,35.0717,0,0,0,0,0,0,0
"1749",-90.091805,35.07165,0,0,0,0,0,0,0
"1750",-90.091895,35.07161,0,0,0,0,0,0,0
"1751",-90.09194,35.07159,0,0,0,0,0,0,0
"1752",-90.09205,35.071545,0,0,0,0,0,0,0
"1753",-90.092165,35.071495,0,0,0,0,0,0,0
"1754",-90.092235,35.07146,0,0,0,0,0,0,0
"1755",-90.09233,35.07142,0,0,0,0,0,0,0
"1756",-90.092425,35.07138,0,0,0,0,0,0,0
"1757",-90.09254,35.07133,0,0,0,0,0,0,0
"1758",-90.092655,35.071275,0,0,0,0,0,0,0
"1759",-90.092725,35.07124,0,0,0,0,0,0,0
"1760",-90.092795,35.07121,0,0,0,0,0,0,0
"1761",-90.092885,35.07117,0,0,0,0,0,0,0
"1762",-90.092975,35.07113,0,0,0,0,0,0,0
"1763",-90.093065,35.07109,0,0,0,0,0,0,0
"1764",-90.093175,35.071045,0,0,0,0,0,0,0
"1765",-90.093305,35.07099,0,0,0,0,0,0,0
"1766",-90.093415,35.07094,0,0,0,0,0,0,0
"1767",-90.09348,35.07091,0,0,0,0,0,0,0
"1768",-90.093565,35.07087,0,0,0,0,0,0,0
"1769",-90.09365,35.07083,0,0,0,0,0,0,0
"1770",-90.093715,35.0708,0,0,0,0,0,0,0
"1771",-90.093805,35.07076,0,0,0,0,0,0,0
"1772",-90.0939,35.07072,0,0,0,0,0,0,0
"1773",-90.093995,35.070685,0,0,0,-3.282,0,0,0
"1774",-90.094085,35.07065,0,0,0,-3.282,0,0,0
"1775",-90.094175,35.07061,0,0,0,0,0,0,0
"1776",-90.09427,35.07057,0,0,0,-2.1845,0,0,0
"1777",-90.094365,35.07053,0,0,0,-2.1845,0,0,0
"1778",-90.094455,35.070485,0,0,0,0,0,0,0
"1779",-90.094525,35.07045,12.536,0,0,0,0,0,0
"1780",-90.094595,35.07042,0,0,0,0,0,0,0
"1781",-90.09469,35.07038,0,0,0,0,0,0,0
"1782",-90.09481,35.07033,0,0,0,0,0,0,0
"1783",-90.094925,35.070275,0,0,0,0,0,0,0
"1784",-90.095015,35.07023,0,0,0,0,0,0,0
"1785",-90.09508,35.0702,0,0,0,0,0,0,0
"1786",-90.09517,35.07016,0,0,0,0,0,0,0
"1787",-90.095285,35.07011,0,0,0,0,0,0,0
"1788",-90.095375,35.07007,0,0,0,0,0,-15.632,0
"1789",-90.095445,35.07004,0,0,0,0,0,-15.632,0
"1790",-90.09554,35.07,0,0,0,0,0,0,0
"1791",-90.095635,35.069955,0,0,0,0,0,0,0
"1792",-90.09573,35.06991,0,0,0,0,0,-12.71,0
"1793",-90.095875,35.06985,0,0,0,0,0,0,0
"1794",-90.09597,35.06981,0,0,0,0,0,0,0
"1795",-90.09604,35.069775,0,0,0,0,0,0,0
"1796",-90.096135,35.06973,0,0,0,0,0,0,0
"1797",-90.096205,35.0697,0,0,0,0,0,0,0
"1798",-90.0963,35.069655,0,0,0,0,0,0,0
"1799",-90.09642,35.0696,0,0,0,0,0,0,0
"1800",-90.09649,35.06957,0,0,0,0,0,0,0
"1801",-90.096585,35.069525,0,0,0,0,0,0,0
"1802",-90.096705,35.06947,0,0,0,0,0,0,0
"1803",-90.096795,35.069425,0,0,0,0,0,0,0
"1804",-90.096865,35.06939,0,0,0,0,0,0,0
"1805",-90.09696,35.06935,0,0,0,0,0,0,0
"1806",-90.097055,35.06931,0,0,0,0,0,0,0
"1807",-90.09715,35.069275,0,0,0,0,0,0,0
"1808",-90.09727,35.06923,0,0,0,0,0,0,0
"1809",-90.097345,35.0692,0,0,0,0,0,0,0
"1810",-90.09742,35.069175,0,0,0,0,0,0,0
"1811",-90.09752,35.069145,0,0,0,0,0,0,0
"1812",-90.09765,35.069105,0,0,0,0,0,0,0
"1813",-90.09778,35.06907,0,0,0,0,0,0,0
"1814",-90.09788,35.069045,0,0,0,0,0,0,0
"1815",-90.09795,35.069025,0,0,0,0,0,0,0
"1816",-90.09805,35.069005,0,0,0,0,0,0,0
"1817",-90.09821,35.06898,0,0,0,0,0,0,0
"1818",-90.098315,35.068965,0,0,0,0,0,0,0
"1819",-90.098395,35.06895,0,0,0,0,0,0,0
"1820",-90.098505,35.068935,0,0,0,0,0,0,0
"1821",-90.098585,35.068930098,0,0,0,0,0,0,0
"1822",-90.098695,35.068925,0,0,0,0,0,0,0
"1823",-90.098835,35.068915,0,0,0,0,0,0,0
"1824",-90.09892,35.068910098,0,0,0,0,0,0,0
"1825",-90.099035,35.068910098,0,0,0,0,0,0,0
"1826",-90.09915,35.068910098,0,0,0,0,0,0,0
"1827",-90.09921,35.068910098,0,0,0,0,0,0,0
"1828",-90.09936,35.06892,0,0,0,0,0,0,0
"1829",-90.09951,35.068930098,0,0,0,0,0,0,0
"1830",-90.099595,35.068935,0,0,0,0,0,0,0
"1831",-90.09968,35.068940098,0,0,0,0,0,0,0
"1832",-90.099795,35.06895,0,0,0,0,0,0,0
"1833",-90.09991,35.068965,0,0,0,0,0,0,0
"1834",-90.10002,35.06898,0,0,0,0,0,0,0
"1835",-90.10018,35.069005,0,0,0,0,0,0,0
"1836",-90.10029,35.069025,0,0,0,0,0,0,0
"1837",-90.10037,35.06904,0,0,0,0,0,0,0
"1838",-90.10047,35.069065,0,0,0,0,0,0,0
"1839",-90.1006,35.069105,0,0,0,0,0,0,0
"1840",-90.10073,35.069145,0,0,0,0,0,0,0
"1841",-90.10081,35.06917,0,0,0,0,0,0,0
"1842",-90.10089,35.0692,0,0,0,0,0,0,0
"1843",-90.100965,35.069225,0,0,0,0,0,0,0
"1844",-90.10107,35.06926,0,0,0,0,0,0,0
"1845",-90.1012,35.06931,0,0,0,0,0,0,0
"1846",-90.1013,35.06935,0,0,0,0,0,0,0
"1847",-90.1014,35.06939,0,0,0,0,0,0,0
"1848",-90.101475,35.06942,0,0,0,0,0,0,0
"1849",-90.10157,35.06946,0,0,0,0,0,0,0
"1850",-90.101695,35.06951,0,0,0,0,0,0,0
"1851",-90.1018,35.069555,0,0,0,0,0,0,0
"1852",-90.1019,35.0696,0,0,0,0,0,0,0
"1853",-90.102005,35.06964,0,0,0,0,0,0,0
"1854",-90.102085,35.06967,0,0,0,0,0,0,0
"1855",-90.10219,35.069715,0,0,0,0,0,0,0
"1856",-90.102325,35.06977,0,0,0,0,0,0,0
"1857",-90.102405,35.0698,0,0,0,0,0,0,0
